SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-18-2017,Townhouse,1221 Kenyon St NW #3,Washington,DC,20010,800000,2,2.0,Columbia Heights,1280,,1922,30,625,232,Sold,,,http://www.redfin.com/DC/Washington/1221-Kenyon-St-NW-20010/unit-3/home/81803082,MRIS,DC10023548,N,Y,38.9299191,-77.0288373
PAST SALE,September-19-2017,Townhouse,1339 Irving St NW Unit C,Washington,DC,20010,770000,2,2.0,Columbia Heights,1300,,1900,29,592,170,Sold,,,http://www.redfin.com/DC/Washington/1339-Irving-St-NW-20010/unit-C/home/49670699,MRIS,DC10009638,N,Y,38.9288605,-77.0310798
PAST SALE,September-22-2017,Townhouse,510 9th St SE,Washington,DC,20003,1040000,2,2.5,Capitol Hill,1756,1673,1900,26,592,,Sold,,,http://www.redfin.com/DC/Washington/510-9th-St-SE-20003/home/9905495,MRIS,DC10066677,N,Y,38.8822651,-76.9935027
PAST SALE,September-29-2017,Townhouse,425 Elm St NW,Washington,DC,20001,512000,2,1.0,Ledroit Park,784,840,1908,19,653,,Sold,,,http://www.redfin.com/DC/Washington/425-Elm-St-NW-20001/home/10045455,MRIS,DC10070097,N,Y,38.917417,-77.018347
PAST SALE,September-29-2017,Townhouse,711 Jackson St NE #3,Washington,DC,20017,550000,2,2.0,Brookland,1036,,2017,19,531,172,Sold,,,http://www.redfin.com/DC/Washington/711-Jackson-St-NE-20017/unit-3/home/143158578,MRIS,DC10026603,N,Y,38.9292155,-76.9954437
PAST SALE,September-18-2017,Single Family Residential,6914 Willow St NW,Washington,DC,20012,561000,2,2.0,Takoma Park,1746,6353,1955,30,321,,Sold,,,http://www.redfin.com/DC/Washington/6914-Willow-St-NW-20012/home/10067324,MRIS,DC9975684,N,Y,38.9732347,-77.0151263
PAST SALE,September-22-2017,Single Family Residential,4849 Brandywine St NW,Washington,DC,20016,825000,2,1.5,American University Park,1937,2970,1934,26,426,,Sold,,,http://www.redfin.com/DC/Washington/4849-Brandywine-St-NW-20016/home/9946121,MRIS,DC10034363,N,Y,38.9498612,-77.0962534
PAST SALE,,Townhouse,3924 W St NW Apt 1,Washington,DC,20007,490000,,,,,,,,,,,,,http://www.redfin.com/DC/Washington/3924-W-St-NW-20007/unit-1/home/124176341,,,N,Y,38.9189577,-77.0780636
PAST SALE,July-21-2017,Townhouse,1514 Q St NW #4,Washington,DC,20009,1325199,2,2.0,14th Street Corridor,1320,,1885,89,1004,214,Sold,,,http://www.redfin.com/DC/Washington/1514-Q-St-NW-20009/unit-4/home/123165045,MRIS,DC9977603,N,Y,38.910865,-77.035301
PAST SALE,July-31-2017,Townhouse,1338 28th St NW,Washington,DC,20007,949000,2,2.0,Georgetown,1080,986,1907,79,879,,Sold,,,http://www.redfin.com/DC/Washington/1338-28th-St-NW-20007/home/9927045,MRIS,DC9954836,N,Y,38.9080316,-77.0572358
PAST SALE,August-31-2017,Single Family Residential,18 Milmarson Pl NW,Washington,DC,20011,315000,2,1.0,Chillum,621,3403,1926,48,507,,Sold,,,http://www.redfin.com/DC/Washington/18-Milmarson-Pl-NW-20011/home/10068642,MRIS,DC10042060,N,Y,38.9592859,-77.0100565
PAST SALE,September-8-2017,Townhouse,1865 Mintwood Pl NW #6,Washington,DC,20009,849000,2,2.0,Kalorama,1427,,1920,40,595,685,Sold,,,http://www.redfin.com/DC/Washington/1865-Mintwood-Pl-NW-20009/unit-6/home/10002731,MRIS,DC10002189,N,Y,38.9215933,-77.0453692
