SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-21-2017,Condo/Co-op,1121 24th St NW #201,Washington,DC,20037,279900,0,1.0,Central,390,,1940,89,718,178,Sold,,,http://www.redfin.com/DC/Washington/1121-24th-St-NW-20037/unit-201/home/22655483,MRIS,DC9975650,N,Y,38.9044009,-77.0512725
PAST SALE,August-4-2017,Condo/Co-op,300 M St SW Unit N102,Washington,DC,20024,220000,0,1.0,Rla (sw),461,,1967,75,477,411,Sold,,,http://www.redfin.com/DC/Washington/300-M-St-SW-20024/unit-N102/home/9886562,MRIS,DC9971569,N,Y,38.8761342,-77.0164878
PAST SALE,July-31-2017,Condo/Co-op,2801 New Mexico Ave NW Unit C-20,Washington,DC,20007,28000,0,0.5,Observatory Circle,150,,1968,79,187,50,Sold,,,http://www.redfin.com/DC/Washington/2801-New-Mexico-Ave-NW-20007/unit-C-20/home/143060261,MRIS,DC10019887,N,Y,38.9267359,-77.0805026
PAST SALE,July-25-2017,Condo/Co-op,5315 Connecticut Ave NW #509,Washington,DC,20015,205000,0,1.0,Chevy Chase,326,,1955,85,629,249,Sold,,,http://www.redfin.com/DC/Washington/5315-Connecticut-Ave-NW-20015/unit-509/home/9971392,MRIS,DC9973044,N,Y,38.9599573,-77.0723167
PAST SALE,August-31-2017,Condo/Co-op,1311 Delaware Ave SW Unit S-748,Washington,DC,20024,149900,0,1.0,Southwest Waterfront,450,,1962,48,333,534,Sold,,,http://www.redfin.com/DC/Washington/1311-Delaware-Ave-SW-20024/unit-S-748/home/134266150,MRIS,DC9989379,N,Y,38.8739553,-77.0155098
PAST SALE,September-20-2017,Condo/Co-op,800 4th St SW Unit N-703,Washington,DC,20024,271500,0,1.0,Sw Waterfront,486,,1959,28,559,324,Sold,,,http://www.redfin.com/DC/Washington/800-4th-St-SW-20024/unit-N-703/home/143092562,MRIS,DC10023073,N,Y,38.8802745,-77.017125
PAST SALE,September-27-2017,Condo/Co-op,631 D St NW #638,Washington,DC,20004,335000,0,1.0,Penn Quarter,540,,2004,21,620,423,Sold,,,http://www.redfin.com/DC/Washington/631-D-St-NW-20004/unit-638/home/10342615,MRIS,DC10015818,N,Y,38.8953272,-77.0210685
PAST SALE,September-26-2017,Condo/Co-op,649 C St SE #105,Washington,DC,20003,341500,0,1.0,Capitol Hill,473,,1986,22,722,238,Sold,,,http://www.redfin.com/DC/Washington/649-C-St-SE-20003/unit-105/home/9900274,MRIS,DC9950483,N,Y,38.8857054,-76.9968702
PAST SALE,September-1-2017,Condo/Co-op,520 N St SW Unit S227,Washington,DC,20024,175000,0,1.0,Harbour Square,561,,1965,47,312,622,Sold,,,http://www.redfin.com/DC/Washington/520-N-St-SW-20024/unit-S-227/home/79056227,MRIS,DC9991699,N,Y,38.8743973,-77.0187172
PAST SALE,September-11-2017,Condo/Co-op,1701 16th St NW #204,Washington,DC,20009,179888,0,1.0,Dupont Circle,320,,1920,37,562,439,Sold,,,http://www.redfin.com/DC/Washington/1701-16th-St-NW-20009/unit-204/home/12075525,MRIS,DC9896399,N,Y,38.9130203,-77.036064
