SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Condo/Co-op,3572 13th St NW,Washington,DC,20010,637000,3,2.0,,1574,,1911,,405,,,,,http://www.redfin.com/DC/Washington/3572-13th-St-NW-20010/home/10027518,,,N,Y,38.9342111,-77.0299596
PAST SALE,August-31-2017,Condo/Co-op,727 Jefferson St NW #3,Washington,DC,20011,565000,3,3.0,Petworth,1550,,1905,48,365,181,Sold,,,http://www.redfin.com/DC/Washington/727-Jefferson-St-NW-20011/unit-3/home/134245204,MRIS,DC9989330,N,Y,38.955528,-77.023274
PAST SALE,,Single Family Residential,207 Underwood St NW,Washington,DC,20012,350000,3,1.5,,1169,3879,1928,,299,,,,,http://www.redfin.com/DC/Washington/207-Underwood-St-NW-20012/home/10067225,,,N,Y,38.9688187,-77.0145392
PAST SALE,,Single Family Residential,5422 8th St NW Unit B,Washington,DC,20011,620000,3,1.0,,1434,2700,1912,,432,,,,,http://www.redfin.com/DC/Washington/5422-8th-St-NW-20011/unit-B/home/10039581,,,N,Y,38.9559209,-77.024325
PAST SALE,September-9-2017,Single Family Residential,4515 Davenport St NW,Washington,DC,20016,1250000,3,4.0,American University Park,1761,7348,1932,39,710,,Sold,,,http://www.redfin.com/DC/Washington/4515-Davenport-St-NW-20016/home/9948735,MRIS,DC10049260,N,Y,38.9523487,-77.0896139
PAST SALE,September-15-2017,Single Family Residential,3219 5th St SE,Washington,DC,20032,306000,3,1.5,Congress Heights,1706,4892,1905,33,179,,Sold,,,http://www.redfin.com/DC/Washington/3219-5th-St-SE-20032/home/10165508,MRIS,DC9964812,N,Y,38.8421222,-76.9997578
PAST SALE,September-22-2017,Single Family Residential,2209 Minnesota Ave SE,Washington,DC,20020,350000,3,2.0,Randle Heights,1448,2500,1932,26,242,,Sold,,,http://www.redfin.com/DC/Washington/2209-Minnesota-Ave-SE-20020/home/10147591,MRIS,DC9897917,N,Y,38.8713819,-76.97429
PAST SALE,October-5-2017,Single Family Residential,3716 31st Pl NE,Washington,DC,20018,417000,3,3.5,Woodridge,1286,5069,1926,13,324,,Sold,,,http://www.redfin.com/DC/Washington/3716-31st-Pl-NE-20018/home/10105304,MRIS,DC10025175,N,Y,38.9356464,-76.9646375
PAST SALE,,Single Family Residential,5234 Sherier Pl NW,Washington,DC,20016,854700,4,2.5,,1625,3329,1915,,526,,,,,http://www.redfin.com/DC/Washington/5234-Sherier-Pl-NW-20016/home/9942042,,,N,Y,38.9266911,-77.1051761
PAST SALE,September-18-2017,Single Family Residential,4481 Q St NW,Washington,DC,20007,789770,3,2.0,Palisades,1338,3565,1941,30,590,,Sold,,,http://www.redfin.com/DC/Washington/4481-Q-St-NW-20007/home/9939635,MRIS,DC10016322,N,Y,38.9104726,-77.0847645
PAST SALE,,Condo/Co-op,3803 S St NW,Washington,DC,20007,850000,3,2.0,,1080,,1927,,787,,,,,http://www.redfin.com/DC/Washington/3803-S-St-NW-20007/home/9936355,,,N,Y,38.9146612,-77.0744475
PAST SALE,,Single Family Residential,836 Varnum St NW,Washington,DC,20011,1185000,3,1.0,,1922,3140,1908,,617,,,,,http://www.redfin.com/DC/Washington/836-Varnum-St-NW-20011/home/10041890,,,N,Y,38.942679,-77.024635
PAST SALE,October-12-2017,Single Family Residential,106 Walnut St NW,Washington,DC,20012,750000,3,2.0,Takoma Dc,1529,4284,1939,6,491,,Sold,,,http://www.redfin.com/DC/Washington/106-Walnut-St-NW-20012/home/11748471,MRIS,DC10051388,N,Y,38.971927,-77.012108
PAST SALE,July-21-2017,Single Family Residential,4919 Lee St NE,Washington,DC,20019,410000,3,2.5,Deanwood,2100,2708,2007,89,195,,Sold,,,http://www.redfin.com/DC/Washington/4919-Lee-St-NE-20019/home/10126123,MRIS,DC9980994,N,Y,38.904454,-76.9305228
PAST SALE,,Single Family Residential,911 47th St NE,Washington,DC,20019,155500,3,2.0,,1548,2488,1946,,100,,,,,http://www.redfin.com/DC/Washington/911-47th-St-NE-20019/home/10124645,,,N,Y,38.901973,-76.9353947
PAST SALE,,Condo/Co-op,2248 Southern Ave SE,Washington,DC,20020,124000,3,2.5,,1024,,1947,,121,,,,,http://www.redfin.com/DC/Washington/2248-Southern-Ave-SE-20020/home/10162180,,,N,Y,38.844898,-76.971305
PAST SALE,,Condo/Co-op,2226 16th St NE,Washington,DC,20018,220000,3,1.0,,1088,,1950,,202,,,,,http://www.redfin.com/DC/Washington/2226-16th-St-NE-20018/home/10098358,,,N,Y,38.9198496,-76.9813246
PAST SALE,,Condo/Co-op,4514 15th St NW,Washington,DC,20011,500000,3,1.0,,1656,,1916,,302,,,,,http://www.redfin.com/DC/Washington/4514-15th-St-NW-20011/home/10016648,,,N,Y,38.945741,-77.0347759
PAST SALE,July-21-2017,Single Family Residential,4712 Alton Pl NW,Washington,DC,20016,1157500,3,3.0,American University Park,2345,5100,1940,89,494,,Sold,,,http://www.redfin.com/DC/Washington/4712-Alton-Pl-NW-20016/home/9947363,MRIS,DC9970366,N,Y,38.947035,-77.09339
PAST SALE,July-31-2017,Condo/Co-op,3650 39th St NW Unit B518,Washington,DC,20016,650000,3,3.0,Cleveland Park,1695,,1942,79,383,548,Sold,,,http://www.redfin.com/DC/Washington/3650-39th-St-NW-20016/unit-B518/home/9963341,MRIS,DC10026539,N,Y,38.9379866,-77.0781493
PAST SALE,August-8-2017,Single Family Residential,4620 Greene Pl NW,Washington,DC,20007,766000,3,2.0,Palisades,1470,4431,1961,71,521,,Sold,,,http://www.redfin.com/DC/Washington/4620-Greene-Pl-NW-20007/home/9939079,MRIS,DC9971152,N,Y,38.908599,-77.0885315
PAST SALE,August-21-2017,Single Family Residential,3615 Patterson St NW,Washington,DC,20015,925000,3,2.5,Chevy Chase,1752,2390,1931,58,528,,Sold,,,http://www.redfin.com/DC/Washington/3615-Patterson-St-NW-20015/home/9970505,MRIS,DC9996873,N,Y,38.9678199,-77.0730937
PAST SALE,August-21-2017,Condo/Co-op,3760 39th St NW Unit F144,Washington,DC,20016,525000,3,1.0,Cleveland Park,1271,,1942,58,413,684,Sold,,,http://www.redfin.com/DC/Washington/3760-39th-St-NW-20016/unit-F144/home/9963515,MRIS,DC10011158,N,Y,38.9387903,-77.0782117
