"","SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","X..SQUARE.FEET","HOA.MONTH","URL..SEE.http...www.redfin.com.buy.a.home.comparative.market.analysis.FOR.INFO.ON.PRICING.","SOURCE","MLS.","LATITUDE","LONGITUDE","dist"
"1","PAST SALE",2017-10-13,"Condo/Co-op","1725 17th St NW #503","Washington","DC",20009,219500,0,1,"Old City #2",440,NA,1917,5,499,536,"http://www.redfin.com/DC/Washington/1725-17th-St-NW-20009/unit-503/home/18981537","MRIS","DC10035329",38.9135446,-77.0379321,0.413170993188023
"2","PAST SALE",2017-08-31,"Condo/Co-op","300 M St SW Unit N303","Washington","DC",20024,224900,0,1,"Rla (sw)",463,NA,1967,48,486,421,"http://www.redfin.com/DC/Washington/300-M-St-SW-20024/unit-N303/home/108236268","MRIS","DC9955167",38.8761342,-77.0164878,0.0485816030432221
"3","PAST SALE",2017-09-15,"Condo/Co-op","1441 Rhode Island Ave NW #915","Washington","DC",20005,366500,0,1,"Old City #2",552,NA,2003,33,664,299,"http://www.redfin.com/DC/Washington/1441-Rhode-Island-Ave-NW-20005/unit-915/home/21648156","MRIS","DC10022935",38.9085968,-77.0337573,0.490266475603726
"4","PAST SALE",2017-08-22,"Condo/Co-op","1910 Kalorama Rd NW #302","Washington","DC",20009,372000,0,1,"Kalorama",479,NA,1923,57,777,248,"http://www.redfin.com/DC/Washington/1910-Kalorama-Rd-NW-20009/unit-302/home/45505197","MRIS","DC9935900",38.9190923,-77.0455228,0.558242583563222
"5","PAST SALE",2017-07-31,"Condo/Co-op","350 G St SW Unit N323","Washington","DC",20024,260000,0,1,"Rla (sw)",533,NA,2004,79,488,236,"http://www.redfin.com/DC/Washington/350-G-St-SW-20024/unit-00N323/home/22643487","MRIS","DC9904706",38.8807664,-77.0165581,0.268504387226719
"6","PAST SALE",2017-07-31,"Condo/Co-op","240 M St SW Unit E812","Washington","DC",20024,224000,0,1,"Rla (sw)",463,NA,1967,79,484,405,"http://www.redfin.com/DC/Washington/240-M-St-SW-20024/unit-E812/home/9886497","MRIS","DC9968647",38.8754195,-77.0158124,0.100700742740977
"7","PAST SALE",2017-08-18,"Condo/Co-op","1440 N St NW #215","Washington","DC",20005,239900,0,1,"Old City #2",430,NA,1964,61,558,460,"http://www.redfin.com/DC/Washington/1440-N-St-NW-20005/unit-215/home/9871135","MRIS","DC9980327",38.9070428,-77.0336369,0.410358995866893
"8","PAST SALE",NA,"Condo/Co-op","3895 Rodman St NW Apt C75","Washington","DC",20016,227500,0,1,"",506,NA,1942,NA,450,NA,"http://www.redfin.com/DC/Washington/3895-Rodman-St-NW-20016/unit-C75/home/9968403","","",38.939353,-77.077251,0.622985241634706
"9","PAST SALE",2017-08-11,"Condo/Co-op","1931 17th St NW #103","Washington","DC",20009,275000,0,1,"U Street",405,NA,1982,68,679,230,"http://www.redfin.com/DC/Washington/1931-17th-St-NW-20009/unit-103/home/9865105","MRIS","DC9978780",38.9164879,-77.0380555,0.49025616511981
"10","PAST SALE",2017-08-15,"Condo/Co-op","1954 Columbia Rd NW #109","Washington","DC",20009,180000,0,1,"Kalorama",280,NA,1927,64,643,202,"http://www.redfin.com/DC/Washington/1954-Columbia-Rd-NW-20009/unit-109/home/9999325","MRIS","DC9981485",38.9177942,-77.0452169,0.467754750098654
"11","PAST SALE",NA,"Condo/Co-op","4201 Cathedral Ave NW Apt 1218W","Washington","DC",20016,213500,0,1,"",555,NA,1960,NA,385,NA,"http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-1218W/home/9952839","","",38.9311324,-77.0837882,1.20364000572741
"12","PAST SALE",NA,"Condo/Co-op","1910 Kalorama Rd NW Apt 502","Washington","DC",20009,369000,0,1,"",479,NA,1923,NA,770,NA,"http://www.redfin.com/DC/Washington/1910-Kalorama-Rd-NW-20009/unit-502/home/45505209","","",38.9190923,-77.0455228,0.558242583563222
"13","PAST SALE",2017-08-18,"Condo/Co-op","1316 New Hampshire Ave NW #706","Washington","DC",20036,294900,0,1,"Central",468,NA,1918,61,630,193,"http://www.redfin.com/DC/Washington/1316-New-Hampshire-Ave-NW-20036/unit-706/home/9057996","MRIS","DC9978913",38.9078191,-77.0456381,0.226069743267919
"14","PAST SALE",2017-08-18,"Condo/Co-op","522 21st St NW #806","Washington","DC",20006,230000,0,1,"Foggy Bottom",474,NA,1989,61,485,465,"http://www.redfin.com/DC/Washington/522-21st-St-NW-20006/unit-806/home/10346750","MRIS","DC10004409",38.8967406,-77.0469994,0.360231318403347
"15","PAST SALE",2017-08-16,"Condo/Co-op","950 25th St NW Unit 401-N","Washington","DC",20037,160000,0,1,"Foggy Bottom",310,NA,1966,63,516,692,"http://www.redfin.com/DC/Washington/950-25th-St-NW-20037/unit-401-N/home/142724649","MRIS","DC10006421",38.901974,-77.0537004,0.17988162892486
"16","PAST SALE",2017-08-09,"Condo/Co-op","2939 Van Ness St NW #810","Washington","DC",20008,226000,0,1,"Van Ness",447,NA,1964,70,506,425,"http://www.redfin.com/DC/Washington/2939-Van-Ness-St-NW-20008/unit-810/home/9982587","MRIS","DC9954581",38.9443887,-77.0601806,0.279965791973978
"17","PAST SALE",2017-08-11,"Condo/Co-op","950 25th St NW Unit 304-S","Washington","DC",20037,193000,0,1,"Foggy Bottom",445,NA,1966,68,434,731,"http://www.redfin.com/DC/Washington/950-25th-St-NW-20037/unit-304-S/home/88621226","MRIS","DC10012591",38.901974,-77.0537004,0.17988162892486
"18","PAST SALE",2017-08-18,"Condo/Co-op","1301 20th St NW #801","Washington","DC",20036,255000,0,1,"Dupont",450,NA,1973,61,567,484,"http://www.redfin.com/DC/Washington/1301-20th-St-NW-20036/unit-801/home/9060346","MRIS","DC9978038",38.9075853,-77.0445591,0.239415530782761
"19","PAST SALE",2017-07-28,"Condo/Co-op","1801 Clydesdale Pl NW #621","Washington","DC",20009,185000,0,1,"Mount Pleasant",488,NA,1950,82,379,357,"http://www.redfin.com/DC/Washington/1801-Clydesdale-Pl-NW-20009/unit-621/home/39591905","MRIS","DC9979196",38.9262558,-77.0434453,0.534219067275647
"20","PAST SALE",2017-08-25,"Condo/Co-op","3217 Wisconsin Ave NW Unit 7D","Washington","DC",20016,227500,0,1,"Cleveland Park",400,NA,1988,54,569,409,"http://www.redfin.com/DC/Washington/3217-Wisconsin-Ave-NW-20016/unit-7D/home/9973748","MRIS","DC10003538",38.9331884,-77.0721466,0.743616431678294
"21","PAST SALE",2017-07-25,"Condo/Co-op","3245 K St NW Unit S50","Washington","DC",20007,68000,0,NA,"Georgetown",NA,NA,1980,85,NA,24,"http://www.redfin.com/DC/Washington/3245-K-St-NW-20007/unit-S50/home/9923605","MRIS","DC9946613",38.9032404,-77.0643063,0.604729017051435
"22","PAST SALE",2017-08-11,"Condo/Co-op","777 7th St NW #1001","Washington","DC",20001,347000,0,1,"Central",615,NA,2005,68,564,452,"http://www.redfin.com/DC/Washington/777-7th-St-NW-20001/unit-1001/home/10193267","MRIS","DC10030463",38.899494,-77.0217858,0.0586383001329145
"23","PAST SALE",2017-07-28,"Condo/Co-op","1311 Delaware Ave SW Unit S727","Washington","DC",20024,170000,0,1,"Rla (sw)",470,NA,1962,82,362,534,"http://www.redfin.com/DC/Washington/1311-Delaware-Ave-SW-20024/unit-S-727/home/79018775","MRIS","DC9978457",38.8739553,-77.0155098,0.202976147902019
"24","PAST SALE",2017-08-07,"Condo/Co-op","1391 Pennsylvania Ave SE #354","Washington","DC",20003,260000,0,1,"Old City #1",451,NA,2007,72,576,259,"http://www.redfin.com/DC/Washington/1391-Pennsylvania-Ave-SE-20003/unit-354/home/12531234","MRIS","DC9897710",38.879962,-76.9870802,0.123316470244093
"25","PAST SALE",2017-10-02,"Condo/Co-op","1250 4th St SW Unit W112","Washington","DC",20024,245000,0,1,"Waterfront",484,NA,1967,16,506,421,"http://www.redfin.com/DC/Washington/1250-4th-St-SW-20024/unit-W112/home/9885978","MRIS","DC9971905",38.8751976,-77.0172765,0.123875203595128
"26","PAST SALE",2017-10-11,"Condo/Co-op","1311 Delaware Ave SW Unit S830","Washington","DC",20024,139900,0,1,"Sw Waterfront",450,NA,1962,7,311,534,"http://www.redfin.com/DC/Washington/1311-Delaware-Ave-SW-20024/unit-S830/home/143092696","MRIS","DC10023093",38.8739553,-77.0155098,0.202976147902019
"27","PAST SALE",2017-10-04,"Condo/Co-op","510 N St SW Unit N218","Washington","DC",20024,180000,0,1,"Harbour Square",543,NA,1965,14,331,665,"http://www.redfin.com/DC/Washington/510-N-St-SW-20024/unit-N218/home/136141079","MRIS","DC9991157",38.8742758,-77.0187198,0.218804952762961
"28","PAST SALE",2017-10-06,"Condo/Co-op","2800 Wisconsin Ave NW #510","Washington","DC",20007,194000,0,1,"Observatory Circle",466,NA,1964,12,416,438,"http://www.redfin.com/DC/Washington/2800-Wisconsin-Ave-NW-20007/unit-510/home/9974285","MRIS","DC10018577",38.9264399,-77.0735292,1.03236462573907
"29","PAST SALE",2017-10-09,"Condo/Co-op","1300 N St NW #120","Washington","DC",20005,305000,0,1,"Logan Circle",408,NA,2004,9,748,325,"http://www.redfin.com/DC/Washington/1300-N-St-NW-20005/unit-120/home/10341656","MRIS","DC9978090",38.9069228,-77.0300517,0.423919367429329
"30","PAST SALE",NA,"Condo/Co-op","922 24th St NW Apt 712","Washington","DC",20037,218000,0,1,"",465,NA,1962,NA,469,NA,"http://www.redfin.com/DC/Washington/922-24th-St-NW-20037/unit-712/home/9044473","","",38.9014794,-77.0516208,0.062882944718985
"31","PAST SALE",2017-10-13,"Condo/Co-op","1441 Rhode Island Ave NW #914","Washington","DC",20005,373000,0,1,"Logan",552,NA,2003,5,676,299,"http://www.redfin.com/DC/Washington/1441-Rhode-Island-Ave-NW-20005/unit-914/home/21648157","MRIS","DC10049610",38.9085968,-77.0337574,0.490263447554004
"32","PAST SALE",2017-10-16,"Condo/Co-op","1000 New Jersey Ave SE #625","Washington","DC",20003,260000,0,1,"Navy Yard",562,NA,2006,2,463,829,"http://www.redfin.com/DC/Washington/1000-New-Jersey-Ave-SE-20003/unit-625/home/12385845","MRIS","DC10078062",38.8780119,-77.0042672,0.099553823177042
"33","PAST SALE",2017-09-29,"Condo/Co-op","2201 L St NW #117","Washington","DC",20037,295000,0,1,"Central",500,NA,1967,19,590,400,"http://www.redfin.com/DC/Washington/2201-L-St-NW-20037/unit-117/home/9049775","MRIS","DC10011358",38.9040361,-77.0492921,0.209180805250076
"34","PAST SALE",2017-10-06,"Condo/Co-op","305 C St NE #106","Washington","DC",20002,315000,0,1,"Capitol Hill",471,NA,1959,12,669,351,"http://www.redfin.com/DC/Washington/305-C-St-NE-20002/unit-106/home/9893515","MRIS","DC10015825",38.8933707,-77.0017196,0.432921306324634
"35","PAST SALE",2017-07-21,"Condo/Co-op","1300 N St NW #408","Washington","DC",20005,330000,0,1,"Logan Circle",519,NA,2004,89,636,320,"http://www.redfin.com/DC/Washington/1300-N-St-NW-20005/unit-408/home/10341730","MRIS","DC9961219",38.9069228,-77.0300516,0.423920879926389
"36","PAST SALE",2017-08-14,"Condo/Co-op","1000 New Jersey Ave SE #825","Washington","DC",20003,242500,0,1,"Old City #1",570,NA,2006,65,425,371,"http://www.redfin.com/DC/Washington/1000-New-Jersey-Ave-SE-20003/unit-825/home/12434265","MRIS","DC9982745",38.8780119,-77.0042672,0.099553823177042
"37","PAST SALE",2017-08-11,"Condo/Co-op","2125 14th St NW #625","Washington","DC",20009,390000,0,1,"14th Street/logan",529,NA,2007,68,737,372,"http://www.redfin.com/DC/Washington/2125-14th-St-NW-20009/unit-625/home/12533848","MRIS","DC9944795",38.9186299,-77.0315189,0.178214367939116
"38","PAST SALE",2017-08-17,"Condo/Co-op","3101 Sherman Ave NW #102","Washington","DC",20010,240000,0,1,"Columbia Heights",NA,NA,2017,62,NA,250,"http://www.redfin.com/DC/Washington/3101-Sherman-Ave-NW-20010/unit-102/home/113672600","MRIS","DC9985102",38.9290059,-77.0259519,0.377109660585634
"39","PAST SALE",2017-08-29,"Condo/Co-op","1300 Massachusetts Ave NW #403","Washington","DC",20005,215000,0,1,"Central",NA,NA,1890,50,NA,395,"http://www.redfin.com/DC/Washington/1300-Massachusetts-Ave-NW-20005/unit-403/home/21517194","MRIS","DC10020720",38.9046597,-77.0300524,0.277181932008628
"40","PAST SALE",2017-08-11,"Condo/Co-op","1420 N St NW #914","Washington","DC",20005,238700,0,1,"Old City #2",398,NA,1964,68,600,382,"http://www.redfin.com/DC/Washington/1420-N-St-NW-20005/unit-914/home/9870744","MRIS","DC9991909",38.9070896,-77.0329897,0.42019631275238
"41","PAST SALE",NA,"Condo/Co-op","2939 Van Ness St NW Apt 336","Washington","DC",20008,200000,0,1,"",461,NA,1964,NA,434,NA,"http://www.redfin.com/DC/Washington/2939-Van-Ness-St-NW-20008/unit-336/home/9983005","","",38.9443887,-77.0601806,0.279965791973978
"42","PAST SALE",2017-07-31,"Condo/Co-op","4201 Cathedral Ave NW Unit 918W","Washington","DC",20016,218000,0,1,"Wesley Heights",555,NA,1960,79,393,478,"http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-918/home/9952653","MRIS","DC9982014",38.9311324,-77.0837882,1.20364000572741
"43","PAST SALE",2017-08-18,"Condo/Co-op","1740 18th St NW Unit T3","Washington","DC",20009,257000,0,1,"Dupont Circle",442,NA,1947,61,581,183,"http://www.redfin.com/DC/Washington/1740-18th-St-NW-20009/unit-T3/home/11744683","MRIS","DC9997942",38.9137624,-77.0420183,0.244121881646735
"44","PAST SALE",2017-08-21,"Condo/Co-op","555 Massachusetts Ave NW #314","Washington","DC",20001,289000,0,1,"Old City #2",454,NA,2005,58,637,261,"http://www.redfin.com/DC/Washington/555-Massachusetts-Ave-NW-20001/unit-314/home/10347819","MRIS","DC9969343",38.9017582,-77.0194236,0.152860970332694
"45","PAST SALE",2017-09-29,"Condo/Co-op","730 24th St NW #416","Washington","DC",20037,230000,0,1,"Foggy Bottom",550,NA,1961,19,418,534,"http://www.redfin.com/DC/Washington/730-24th-St-NW-20037/unit-416/home/143309157","MRIS","DC10033043",38.8991084,-77.0517335,0.156638046207995
"46","PAST SALE",2017-10-02,"Condo/Co-op","522 21st St NW #507","Washington","DC",20006,230000,0,1,"Foggy Bottom",438,NA,1989,16,525,487,"http://www.redfin.com/DC/Washington/522-21st-St-NW-20006/unit-507/home/9055178","MRIS","DC10039832",38.8967406,-77.0469994,0.360231318403347
"47","PAST SALE",2017-10-06,"Condo/Co-op","730 24th St NW #417","Washington","DC",20037,240000,0,1,"Foggy Bottom",520,NA,1961,12,462,534,"http://www.redfin.com/DC/Washington/730-24th-St-NW-20037/unit-417/home/12278377","MRIS","DC10041434",38.8991084,-77.0517335,0.156638046207995
"48","PAST SALE",2017-08-21,"Condo/Co-op","3760 39th St NW Unit C141","Washington","DC",20016,230000,0,1,"Cleveland Park",506,NA,1942,58,455,255,"http://www.redfin.com/DC/Washington/3760-39th-St-NW-20016/unit-C141/home/9963512","MRIS","DC9973565",38.9387903,-77.0782117,0.654094051330961
"49","PAST SALE",2017-08-30,"Condo/Co-op","1801 Clydesdale Pl NW #617","Washington","DC",20009,190000,0,1,"Adams Morgan",474,NA,1950,49,401,352,"http://www.redfin.com/DC/Washington/1801-Clydesdale-Pl-NW-20009/unit-617/home/142963124","MRIS","DC10011388",38.9262558,-77.0434453,0.534219067275647
"50","PAST SALE",2017-08-31,"Condo/Co-op","2720 Wisconsin Ave NW #703","Washington","DC",20007,195000,0,1,"Observatory Circle",450,NA,1940,48,433,355,"http://www.redfin.com/DC/Washington/2720-Wisconsin-Ave-NW-20007/unit-703/home/141743987","MRIS","DC10001749",38.925743,-77.073657,1.06906636620764
"51","PAST SALE",2017-09-06,"Condo/Co-op","1901 Wyoming Ave NW #57","Washington","DC",20009,260000,0,1,"Kalorama",475,NA,1917,42,547,403,"http://www.redfin.com/DC/Washington/1901-Wyoming-Ave-NW-20009/unit-57/home/105558163","MRIS","DC10004594",38.9185112,-77.0454941,0.518028075220769
"52","PAST SALE",2017-09-11,"Condo/Co-op","955 26th St NW Unit P33","Washington","DC",20037,40000,0,1,"Foggy Bottom",NA,NA,1985,37,NA,61,"http://www.redfin.com/DC/Washington/955-26th-St-NW-20037/unit-P33/home/9042851","MRIS","DC9924472",38.9022373,-77.0544523,0.224059142116342
"53","PAST SALE",2017-09-11,"Condo/Co-op","1210 R St NW Unit P-84","Washington","DC",20009,50000,0,NA,"Old City #2",NA,NA,2006,37,NA,NA,"http://www.redfin.com/DC/Washington/1210-R-St-NW-20009/unit-P-84/home/143796275","MRIS","DC10054100",38.9123621,-77.0285638,0.320607645969541
"54","PAST SALE",2017-09-09,"Condo/Co-op","2141 I St NW #407","Washington","DC",20037,195000,0,1,"Foggy Bottom",322,NA,1974,39,606,298,"http://www.redfin.com/DC/Washington/2141-I-St-NW-20037/unit-407/home/9054506","MRIS","DC10039702",38.9010038,-77.048227,0.124136506181783
"55","PAST SALE",2017-09-13,"Condo/Co-op","929 Florida Ave NW #4006","Washington","DC",20001,321500,0,1,"Shaw",385,NA,2006,35,835,199,"http://www.redfin.com/DC/Washington/929-Florida-Ave-NW-20001/unit-4006/home/22057665","MRIS","DC10004936",38.918672,-77.0242293,0.280450831412675
"56","PAST SALE",2017-09-12,"Condo/Co-op","1301 20th St NW #517","Washington","DC",20036,282000,0,1,"Central",502,NA,1973,36,562,527,"http://www.redfin.com/DC/Washington/1301-20th-St-NW-20036/unit-517/home/9060215","MRIS","DC10024265",38.9075853,-77.0445591,0.239415530782761
"57","PAST SALE",NA,"Condo/Co-op","2201 L St NW Apt 619","Washington","DC",20037,288000,0,1,"",510,NA,1967,NA,565,NA,"http://www.redfin.com/DC/Washington/2201-L-St-NW-20037/unit-619/home/9050049","","",38.9040361,-77.0492921,0.209180805250076
"58","PAST SALE",NA,"Condo/Co-op","300 M St SW Apt 303","Washington","DC",20024,224900,0,1,"",463,NA,1967,NA,486,NA,"http://www.redfin.com/DC/Washington/300-M-St-SW-20024/unit-303/home/9886624","","",38.8761342,-77.0164878,0.0485816030432221
"59","PAST SALE",NA,"Condo/Co-op","1500 Pennsylvania Ave SE Apt 302","Washington","DC",20003,117500,0,1,"",465,NA,2016,NA,253,NA,"http://www.redfin.com/DC/Washington/1500-Pennsylvania-Ave-SE-20003/unit-302/home/113745695","","",38.879821,-76.983278,0.156255425654519
"60","PAST SALE",2017-07-24,"Condo/Co-op","2201 L St NW #712","Washington","DC",20037,289900,0,1,"Central",475,NA,1974,86,610,378,"http://www.redfin.com/DC/Washington/2201-L-St-NW-20037/unit-712/home/9049671","MRIS","DC9997088",38.9040361,-77.0492921,0.209180805250076
"61","PAST SALE",NA,"Condo/Co-op","1133 14th St NW Apt 1209","Washington","DC",20005,399990,0,1,"",615,NA,2006,NA,650,NA,"http://www.redfin.com/DC/Washington/1133-14th-St-NW-20005/unit-1209/home/22675726","","",38.9047062,-77.0315774,0.256201416978582
"62","PAST SALE",2017-08-28,"Condo/Co-op","1414 Belmont St NW #203","Washington","DC",20009,329000,0,1,"14th St / U-st Corridor",431,NA,2009,51,763,267,"http://www.redfin.com/DC/Washington/1414-Belmont-St-NW-20009/unit-203/home/17489144","MRIS","DC9998066",38.9205038,-77.0321158,0.296447683973911
"63","PAST SALE",2017-07-31,"Condo/Co-op","422 Butternut St NW #206","Washington","DC",20012,259900,0,1,"Brightwood",581,NA,1931,79,447,206,"http://www.redfin.com/DC/Washington/422-Butternut-St-NW-20012/unit-206/home/39900537","MRIS","DC9963800",38.9732876,-77.018929,0.160374442331335
"64","PAST SALE",2017-07-21,"Condo/Co-op","2510 Virginia Ave NW Unit 309-N","Washington","DC",20037,280000,0,1,"Watergate",640,NA,1971,89,438,597,"http://www.redfin.com/DC/Washington/2510-Virginia-Ave-NW-20037/unit-309-N/home/45361101","MRIS","DC9962699",38.8987817,-77.0541995,0.257685095663457
"65","PAST SALE",2017-07-28,"Condo/Co-op","1425 4th St SW Unit A102","Washington","DC",20024,220000,0,1,"Rla (sw)",447,NA,1965,82,492,556,"http://www.redfin.com/DC/Washington/1425-4th-St-SW-20024/unit-A102/home/9882491","MRIS","DC9971709",38.8727449,-77.0187374,0.31088328933036
"66","PAST SALE",2017-08-18,"Condo/Co-op","430 M St SW Unit N-210","Washington","DC",20024,195000,0,1,"Waterfront",NA,NA,1966,61,NA,737,"http://www.redfin.com/DC/Washington/430-M-St-SW-20024/unit-N-210/home/143321084","MRIS","DC10034417",38.8759981,-77.0185543,0.133631379632701
"67","PAST SALE",NA,"Condo/Co-op","350 G St SW Apt N323","Washington","DC",20024,260000,0,1,"",533,NA,2004,NA,488,NA,"http://www.redfin.com/DC/Washington/350-G-St-SW-20024/unit-N323/home/10193833","","",38.8807664,-77.0165581,0.268504387226719
"68","PAST SALE",2017-08-28,"Condo/Co-op","940 25th St NW Unit 607-S","Washington","DC",20037,207000,0,1,"Foggy Bottom",450,NA,1957,51,460,729,"http://www.redfin.com/DC/Washington/940-25th-St-NW-20037/unit-607-S/home/108993389","MRIS","DC9762693",38.901712,-77.05372,0.176143945014371
"69","PAST SALE",NA,"Condo/Co-op","922 24th St NW Apt 801","Washington","DC",20037,220000,0,1,"",409,NA,1962,NA,538,NA,"http://www.redfin.com/DC/Washington/922-24th-St-NW-20037/unit-801/home/9044080","","",38.9014794,-77.0516208,0.062882944718985
"70","PAST SALE",2017-09-29,"Condo/Co-op","1330 New Hampshire Ave NW #521","Washington","DC",20036,274000,0,1,"Central",504,NA,1963,19,544,435,"http://www.redfin.com/DC/Washington/1330-New-Hampshire-Ave-NW-20036/unit-521/home/9057027","MRIS","DC10023167",38.90816,-77.0452812,0.200022792096249
"71","PAST SALE",NA,"Condo/Co-op","800 4th St SW Apt N703","Washington","DC",20024,271500,0,1,"",486,NA,1959,NA,559,NA,"http://www.redfin.com/DC/Washington/800-4th-St-SW-20024/unit-N703/home/12531805","","",38.8802745,-77.0171251,0.24275547649679
"72","PAST SALE",2017-09-15,"Condo/Co-op","3101 New Mexico Ave NW #803","Washington","DC",20016,222000,0,1,"Wesley Heights",585,NA,1979,33,379,444,"http://www.redfin.com/DC/Washington/3101-New-Mexico-Ave-NW-20016/unit-803/home/9954725","MRIS","DC9957085",38.9325798,-77.0848915,1.11972210313895
"73","PAST SALE",NA,"Condo/Co-op","4600 Connecticut Ave NW Apt 616","Washington","DC",20008,220000,0,1,"",496,NA,1948,NA,444,NA,"http://www.redfin.com/DC/Washington/4600-Connecticut-Ave-NW-20008/unit-616/home/9976499","","",38.9502054,-77.0675305,0.4116812217105
"74","PAST SALE",2017-08-07,"Condo/Co-op","1701 16th St NW #307","Washington","DC",20009,200000,0,1,"Dupont Circle",338,NA,1920,72,592,293,"http://www.redfin.com/DC/Washington/1701-16th-St-NW-20009/unit-307/home/40105686","MRIS","DC9969894",38.9130203,-77.036064,0.470198635361924
"75","PAST SALE",2017-08-30,"Condo/Co-op","2854 Connecticut Ave NW #41","Washington","DC",20008,220000,0,1,"Woodley Park",NA,NA,1938,49,NA,263,"http://www.redfin.com/DC/Washington/2854-Connecticut-Ave-NW-20008/unit-41/home/45115220","MRIS","DC9977705",38.9279439,-77.0544712,0.150280455122338
"76","PAST SALE",2017-08-30,"Condo/Co-op","2201 L St NW #619","Washington","DC",20037,288000,0,1,"Central",510,NA,1967,49,565,400,"http://www.redfin.com/DC/Washington/2201-L-St-NW-20037/unit-619/home/143027945","MRIS","DC10014145",38.9040361,-77.0492921,0.209180805250076
"77","PAST SALE",2017-09-07,"Condo/Co-op","2039 New Hampshire Ave NW #209","Washington","DC",20009,230000,0,1,"Old City #2",501,NA,1909,41,459,392,"http://www.redfin.com/DC/Washington/2039-New-Hampshire-Ave-NW-20009/unit-209/home/40126415","MRIS","DC10030354",38.9177842,-77.0353326,0.346912593725297
"78","PAST SALE",2017-09-25,"Condo/Co-op","1260 21st St NW #215","Washington","DC",20036,260000,0,1,"Central",427,NA,1966,23,609,569,"http://www.redfin.com/DC/Washington/1260-21st-St-NW-20036/unit-215/home/9052760","MRIS","DC9985443",38.906725,-77.0468886,0.316865713252346
"79","PAST SALE",2017-09-26,"Condo/Co-op","2829 Connecticut Ave NW #508","Washington","DC",20008,228000,0,1,"Woodley Park/garfield",462,NA,1963,22,494,407,"http://www.redfin.com/DC/Washington/2829-Connecticut-Ave-NW-20008/unit-508/home/9989214","MRIS","DC10051123",38.927532,-77.0536371,0.110471895154101
"80","PAST SALE",NA,"Condo/Co-op","3000 7th St NE Apt 120","Washington","DC",20017,170700,0,1,"",363,NA,1967,NA,470,NA,"http://www.redfin.com/DC/Washington/3000-7th-St-NE-20017/unit-120/home/10076571","","",38.9278553,-76.9963847,0.425735077966208
"81","PAST SALE",2017-09-13,"Condo/Co-op","4000 Tunlaw Rd NW #804","Washington","DC",20007,220000,0,1,"Glover Park",440,NA,1960,35,500,370,"http://www.redfin.com/DC/Washington/4000-Tunlaw-Rd-NW-20007/unit-804/home/9959575","MRIS","DC10027625",38.9253425,-77.0803709,1.3750187256748
"82","PAST SALE",2017-09-21,"Condo/Co-op","5406 Connecticut Ave NW #407","Washington","DC",20015,202500,0,1,"Chevy Chase",552,NA,1963,27,367,449,"http://www.redfin.com/DC/Washington/5406-Connecticut-Ave-NW-20015/unit-407/home/9970082","MRIS","DC10034405",38.9614906,-77.073956,0.634082059066949
"83","PAST SALE",2017-09-01,"Condo/Co-op","1756 Corcoran St NW Unit 1/2B","Washington","DC",20009,208000,0,1,"Dupont Circle",290,NA,1885,47,717,364,"http://www.redfin.com/DC/Washington/1756-Corcoran-St-NW-20009/unit-1-2B/home/124325675","MRIS","DC9978965",38.9118646,-77.0404795,0.244676916903402
"84","PAST SALE",2017-08-29,"Condo/Co-op","1701 16th St NW #706","Washington","DC",20009,239900,0,1,"Old City #2",340,NA,1920,50,706,506,"http://www.redfin.com/DC/Washington/1701-16th-St-NW-20009/unit-706/home/12446261","MRIS","DC10003311",38.9130203,-77.036064,0.470198635361924
"85","PAST SALE",2017-09-07,"Condo/Co-op","1601 18th St NW #518","Washington","DC",20009,298970,0,1,"Dupont Circle",410,NA,1962,41,729,434,"http://www.redfin.com/DC/Washington/1601-18th-St-NW-20009/unit-518/home/9860921","MRIS","DC9927229",38.9113829,-77.0412216,0.199380436051599
"86","PAST SALE",2017-09-29,"Condo/Co-op","2030 F St NW #1004","Washington","DC",20006,254000,0,1,"Foggy Bottom",505,NA,1960,19,503,548,"http://www.redfin.com/DC/Washington/2030-F-St-NW-20006/unit-1004/home/9058675","MRIS","DC10043845",38.8972032,-77.0463373,0.354944781557391
"87","PAST SALE",2017-09-15,"Condo/Co-op","929 Florida Ave NW #5006","Washington","DC",20001,293000,0,1,"Shaw",385,NA,2006,33,761,189,"http://www.redfin.com/DC/Washington/929-Florida-Ave-NW-20001/unit-5006/home/21644100","MRIS","DC9942813",38.918672,-77.0242293,0.280450831412675
"88","PAST SALE",2017-10-10,"Condo/Co-op","2141 I St NW #613","Washington","DC",20037,225000,0,1,"Foggy Bottom",376,NA,1974,8,598,349,"http://www.redfin.com/DC/Washington/2141-I-St-NW-20037/unit-613/home/9054699","MRIS","DC10046271",38.9010038,-77.048227,0.124136506181783
"89","PAST SALE",2017-10-02,"Condo/Co-op","522 21st St NW #812","Washington","DC",20006,243000,0,1,"Foggy Bottom",562,NA,1989,16,432,552,"http://www.redfin.com/DC/Washington/522-21st-St-NW-20006/unit-812/home/9055350","MRIS","DC10008776",38.8967406,-77.0469994,0.360231318403347
